GO:0050794	P	0.07	regulation of cellular process
GO:0009987	P	0.05	cellular process
GO:0007165	P	0.05	signal transduction
GO:0071880	P	0.04	adenylate cyclase-activating adrenergic receptor signaling pathway
GO:0044763	P	0.03	single-organism cellular process
GO:0042592	P	0.02	homeostatic process
GO:0007267	P	0.02	cell-cell signaling
GO:1901020	P	0.01	negative regulation of calcium ion transmembrane transporter activity
GO:0090303	P	0.01	positive regulation of wound healing
GO:0071883	P	0.01	activation of MAPK activity by adrenergic receptor signaling pathway
