GO:0051096	P	0.01	positive regulation of helicase activity
GO:0045190	P	0.01	isotype switching
GO:0045128	P	0.01	negative regulation of reciprocal meiotic recombination
GO:0043570	P	0.01	maintenance of DNA repeat elements
GO:0043524	P	0.01	negative regulation of neuron apoptotic process
GO:0042771	P	0.01	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
GO:0031573	P	0.01	intra-S DNA damage checkpoint
GO:0030183	P	0.01	B cell differentiation
GO:0016446	P	0.01	somatic hypermutation of immunoglobulin genes
GO:0010224	P	0.01	response to UV-B
