GO:0071047	P	0.02	polyadenylation-dependent mRNA catabolic process
GO:0071046	P	0.02	nuclear polyadenylation-dependent ncRNA catabolic process
GO:0071041	P	0.02	antisense RNA transcript catabolic process
GO:0071034	P	0.02	CUT catabolic process
GO:0071033	P	0.02	nuclear retention of pre-mRNA at the site of transcription
GO:0071031	P	0.02	nuclear mRNA surveillance of mRNA 3'-end processing
GO:0044355	P	0.02	clearance of foreign intracellular DNA
GO:0034472	P	0.02	snRNA 3'-end processing
GO:0031126	P	0.02	snoRNA 3'-end processing
GO:0031125	P	0.02	rRNA 3'-end processing
