GO:2000679	P	0.01	positive regulation of transcription regulatory region DNA binding
GO:1990166	P	0.01	protein localization to site of double-strand break
GO:1904357	P	0.01	negative regulation of telomere maintenance via telomere lengthening
GO:0070911	P	0.01	global genome nucleotide-excision repair
GO:0070212	P	0.01	protein poly-ADP-ribosylation
GO:0060391	P	0.01	positive regulation of SMAD protein import into nucleus
GO:0060236	P	0.01	regulation of mitotic spindle organization
GO:0051106	P	0.01	positive regulation of DNA ligation
GO:0051103	P	0.01	DNA ligation involved in DNA repair
GO:0045944	P	0.01	positive regulation of transcription from RNA polymerase II promoter
