GO:0016787	F	0.12	hydrolase activity
GO:0046914	F	0.04	transition metal ion binding
GO:0046906	F	0.04	tetrapyrrole binding
GO:0016676	F	0.04	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
GO:0016662	F	0.04	oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor
GO:0015078	F	0.04	hydrogen ion transmembrane transporter activity
GO:0015002	F	0.04	heme-copper terminal oxidase activity
GO:0009055	F	0.04	electron carrier activity
GO:0003774	F	0.04	motor activity
GO:0016887	F	0.03	ATPase activity
