GO:0072509	F	0.12	divalent inorganic cation transmembrane transporter activity
GO:0046873	F	0.11	metal ion transmembrane transporter activity
GO:0061505	F	0.05	DNA topoisomerase II activity
GO:0035639	F	0.05	purine ribonucleoside triphosphate binding
GO:0032559	F	0.05	adenyl ribonucleotide binding
GO:0032550	F	0.05	purine ribonucleoside binding
GO:0008094	F	0.05	DNA-dependent ATPase activity
GO:0015095	F	0.02	magnesium ion transmembrane transporter activity
GO:0015085	F	0.02	calcium ion transmembrane transporter activity
GO:0005384	F	0.02	manganese ion transmembrane transporter activity
