GO:0055114	P	0.03	oxidation-reduction process
GO:0051261	P	0.03	protein depolymerization
GO:0008154	P	0.03	actin polymerization or depolymerization
GO:0006790	P	0.03	sulfur compound metabolic process
GO:2000117	P	0.02	negative regulation of cysteine-type endopeptidase activity
GO:0043281	P	0.02	regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0043069	P	0.02	negative regulation of programmed cell death
GO:0042326	P	0.02	negative regulation of phosphorylation
GO:0031400	P	0.02	negative regulation of protein modification process
GO:0001932	P	0.02	regulation of protein phosphorylation
