GO:0003824	F	0.65	catalytic activity
GO:0005215	F	0.26	transporter activity
GO:0022857	F	0.19	transmembrane transporter activity
GO:0016787	F	0.13	hydrolase activity
GO:0036094	F	0.10	small molecule binding
GO:0017111	F	0.09	nucleoside-triphosphatase activity
GO:0000166	F	0.09	nucleotide binding
GO:0016820	F	0.08	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances
GO:0015405	F	0.08	P-P-bond-hydrolysis-driven transmembrane transporter activity
GO:0043492	F	0.07	ATPase activity, coupled to movement of substances
