GO:0097367	F	0.06	carbohydrate derivative binding
GO:0061731	F	0.05	ribonucleoside-diphosphate reductase activity
GO:0035639	F	0.05	purine ribonucleoside triphosphate binding
GO:0032559	F	0.05	adenyl ribonucleotide binding
GO:0032550	F	0.05	purine ribonucleoside binding
GO:0042802	F	0.02	identical protein binding
GO:0097493	F	0.01	structural molecule activity conferring elasticity
GO:0051371	F	0.01	muscle alpha-actinin binding
GO:0051015	F	0.01	actin filament binding
GO:0042803	F	0.01	protein homodimerization activity
