GO:0019829	F	0.28	cation-transporting ATPase activity
GO:0046873	F	0.23	metal ion transmembrane transporter activity
GO:0046915	F	0.16	transition metal ion transmembrane transporter activity
GO:0015662	F	0.13	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism
GO:0043682	F	0.07	copper-transporting ATPase activity
GO:0046914	F	0.05	transition metal ion binding
GO:0046906	F	0.05	tetrapyrrole binding
GO:0016491	F	0.03	oxidoreductase activity
GO:0015086	F	0.01	cadmium ion transmembrane transporter activity
GO:0008556	F	0.01	potassium-transporting ATPase activity
