GO:0005198	F	0.63	structural molecule activity
GO:1901363	F	0.09	heterocyclic compound binding
GO:0097159	F	0.09	organic cyclic compound binding
GO:0032555	F	0.07	purine ribonucleotide binding
GO:0032550	F	0.07	purine ribonucleoside binding
GO:0035639	F	0.06	purine ribonucleoside triphosphate binding
GO:0032559	F	0.06	adenyl ribonucleotide binding
GO:0043169	F	0.05	cation binding
GO:0003824	F	0.04	catalytic activity
GO:0016884	F	0.02	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
