GO:0044699	P	0.12	single-organism process
GO:0044763	P	0.11	single-organism cellular process
GO:0022008	P	0.09	neurogenesis
GO:0071901	P	0.01	negative regulation of protein serine/threonine kinase activity
GO:0055114	P	0.01	oxidation-reduction process
GO:0055085	P	0.01	transmembrane transport
GO:0046688	P	0.01	response to copper ion
GO:0044469	P	0.01	envenomation resulting in positive regulation of blood coagulation in other organism
GO:0044351	P	0.01	macropinocytosis
GO:0035807	P	0.01	positive regulation of blood coagulation in other organism
