GO:0071704	P	0.03	organic substance metabolic process
GO:0044238	P	0.03	primary metabolic process
GO:0044237	P	0.03	cellular metabolic process
GO:0035556	P	0.02	intracellular signal transduction
GO:0018105	P	0.02	peptidyl-serine phosphorylation
GO:0071377	P	0.01	cellular response to glucagon stimulus
GO:0071322	P	0.01	cellular response to carbohydrate stimulus
GO:0071224	P	0.01	cellular response to peptidoglycan
GO:0055114	P	0.01	oxidation-reduction process
GO:0051447	P	0.01	negative regulation of meiotic cell cycle
