GO:0008152	P	0.96	metabolic process
GO:0009987	P	0.95	cellular process
GO:0071704	P	0.94	organic substance metabolic process
GO:0044237	P	0.94	cellular metabolic process
GO:0006807	P	0.91	nitrogen compound metabolic process
GO:0044238	P	0.89	primary metabolic process
GO:0034641	P	0.87	cellular nitrogen compound metabolic process
GO:1901360	P	0.85	organic cyclic compound metabolic process
GO:0046483	P	0.85	heterocycle metabolic process
GO:0006725	P	0.83	cellular aromatic compound metabolic process
GO:0043170	P	0.82	macromolecule metabolic process
GO:0006139	P	0.81	nucleobase-containing compound metabolic process
GO:0044260	P	0.80	cellular macromolecule metabolic process
GO:0090304	P	0.75	nucleic acid metabolic process
GO:0050896	P	0.51	response to stimulus
GO:0006259	P	0.43	DNA metabolic process
GO:0065007	P	0.41	biological regulation
GO:0050789	P	0.40	regulation of biological process
GO:0050794	P	0.35	regulation of cellular process
GO:0006950	P	0.33	response to stress
GO:0044699	P	0.32	single-organism process
GO:0051716	P	0.29	cellular response to stimulus
GO:0033554	P	0.27	cellular response to stress
GO:0006974	P	0.26	cellular response to DNA damage stimulus
GO:1901576	P	0.21	organic substance biosynthetic process
GO:0006281	P	0.21	DNA repair
GO:0044249	P	0.20	cellular biosynthetic process
GO:0009059	P	0.12	macromolecule biosynthetic process
GO:0060255	P	0.11	regulation of macromolecule metabolic process
GO:0051252	P	0.10	regulation of RNA metabolic process
GO:0051179	P	0.10	localization
GO:0034645	P	0.10	cellular macromolecule biosynthetic process
GO:0010468	P	0.10	regulation of gene expression
GO:2001141	P	0.09	regulation of RNA biosynthetic process
