GO:0005215	F	0.11	transporter activity
GO:0022857	F	0.06	transmembrane transporter activity
GO:0003824	F	0.05	catalytic activity
GO:0022891	F	0.03	substrate-specific transmembrane transporter activity
GO:1901682	F	0.01	sulfur compound transmembrane transporter activity
GO:0051287	F	0.01	NAD binding
GO:0051119	F	0.01	sugar transmembrane transporter activity
GO:0050661	F	0.01	NADP binding
GO:0046943	F	0.01	carboxylic acid transmembrane transporter activity
GO:0042626	F	0.01	ATPase activity, coupled to transmembrane movement of substances
