GO:0004803	F	0.15	transposase activity
GO:0046914	F	0.07	transition metal ion binding
GO:0051540	F	0.03	metal cluster binding
GO:0016661	F	0.02	oxidoreductase activity, acting on other nitrogenous compounds as donors
GO:0050681	F	0.01	androgen receptor binding
GO:0046975	F	0.01	histone methyltransferase activity (H3-K36 specific)
GO:0046966	F	0.01	thyroid hormone receptor binding
GO:0046965	F	0.01	retinoid X receptor binding
GO:0042799	F	0.01	histone methyltransferase activity (H4-K20 specific)
GO:0030331	F	0.01	estrogen receptor binding
