GO:2000185	P	0.04	regulation of phosphate transmembrane transport
GO:1903796	P	0.04	negative regulation of inorganic anion transmembrane transport
GO:0098662	P	0.04	inorganic cation transmembrane transport
GO:0072502	P	0.04	cellular trivalent inorganic anion homeostasis
GO:0055062	P	0.04	phosphate ion homeostasis
GO:0019220	P	0.04	regulation of phosphate metabolic process
GO:0010563	P	0.04	negative regulation of phosphorus metabolic process
GO:0006814	P	0.04	sodium ion transport
GO:0070925	P	0.02	organelle assembly
GO:0070887	P	0.02	cellular response to chemical stimulus
