GO:0044711	P	0.16	single-organism biosynthetic process
GO:1901576	P	0.15	organic substance biosynthetic process
GO:0044238	P	0.12	primary metabolic process
GO:0044723	P	0.04	single-organism carbohydrate metabolic process
GO:1901362	P	0.03	organic cyclic compound biosynthetic process
GO:0018130	P	0.03	heterocycle biosynthetic process
GO:0006796	P	0.03	phosphate-containing compound metabolic process
GO:0000271	P	0.03	polysaccharide biosynthetic process
GO:0019933	P	0.02	cAMP-mediated signaling
GO:0007193	P	0.02	adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway
