GO:2000679	P	0.01	positive regulation of transcription regulatory region DNA binding
GO:2000134	P	0.01	negative regulation of G1/S transition of mitotic cell cycle
GO:0097284	P	0.01	hepatocyte apoptotic process
GO:0090305	P	0.01	nucleic acid phosphodiester bond hydrolysis
GO:0090230	P	0.01	regulation of centromere complex assembly
GO:0071930	P	0.01	negative regulation of transcription involved in G1/S transition of mitotic cell cycle
GO:0071922	P	0.01	regulation of cohesin loading
GO:0071466	P	0.01	cellular response to xenobiotic stimulus
GO:0071459	P	0.01	protein localization to chromosome, centromeric region
GO:0070328	P	0.01	triglyceride homeostasis
